Title,Location,Url,Details.Raised,Details.Target,Details.MostRecentDonation,Details.Created,Details.Organization,Details.OrganizationDetails,Details.DonationCount,Details.Story
"Food Bank for Families in need!","Wolverhampton, West Midlands, United Kingdom",https://www.gofundme.com/f/food-bank-for-families-in-need,430,500,2020-05-15T06:16:13.0000000-05:00,04/20/2020,"BILSTON ROTARY CLUB CHARITABLE TRUST","Registered nonprofitDonations eligible for Gift Aid.",8,"Do you want to join me in making a difference? I'm raising money in aid of BILSTON ROTARY CLUB CHARITABLE TRUST who are working alongside EXCEL CHURCH BILSTON to provide food for the less fortunate! Any donation will help. Thank you in advance for your contribution to this cause that means so much to me."
"Birmingham Food Bank Campaign","Smethwick, West Midlands, United Kingdom",https://www.gofundme.com/f/2078m4hhs0,165,500,2020-05-14T10:08:01.0000000-05:00,05/14/2020,"Lets Feed Brum Limited","Registered nonprofitDonations eligible for Gift Aid.",8,"Please join me in making a difference during this lockdown. I’m raising money for the Central Birmingham Food Bank and every donation, no matter how small, will help. Thank you in advance for helping us. Many of us are at home, stuck without an income and need the support of our local community to be able to feed themselves and their children in this trying time. Ensuring there is enough food for our local food banks can make a huge difference to whether or not a child will have dinner tonight. Please support our cause and help our families get through this crisis. EVERY DONATION HELPS. "
"Coast to Coast Cycle for Middlesbrough Food Bank","Thornton, North East England, United Kingdom",https://www.gofundme.com/f/coast-to-coast-cycle-for-middlesbrough-food-bank,110,250,2020-03-19T03:03:32.0000000-05:00,02/29/2020,"MIDDLESBROUGH FOODBANK","Registered nonprofitDonations eligible for Gift Aid.",8,"Do you want to join us in making a difference? We are cycling 132 miles on the Coast to Coast to raise money in aid of MIDDLESBROUGH FOODBANK and every donation will help. Thank you in advance for your contribution to this cause that means so much to us."
"Local Food Bank Start Up","Gravesend, South East England, United Kingdom",https://www.gofundme.com/f/local-food-bank-start-up,90,750,2020-04-13T07:10:27.0000000-05:00,03/19/2020,,,8,"As you all know, Covid-19 is on the rise. We need to respond as a community, look after one another and depend on one another. At Creams, Gravesend, we are covering our downstairs storage area into a Food Bank for Gravesend. This will serve the elderly, younger children, Emergency Services and our talented and dedicated NHS Staff, who work around the clock, risking their own lives, helping us get through this Pandemic. 
Our amazing NHS Staff work day and night, ridiculous shifts on horrid pay, with now this Pandemic everyone is panic buying leaving those who help us with very limited to no selection on goods. We will be open to provide goods and everyday essentials to these brave and dedicated workers of the NHS and Emergency Service Staff. 
We ask for your donations. This could be monetary or physical goods such as tanned goods, dinners, and everyday essentials. This can be as little as a few pounds. 
If you want to donate goods and everyday essentials, please drop them off to: Creams Gravesend, 2 Milton Rd, Gravesend DA12 2RF. 

If you know of anyone who needs supplies who cannot leave the house please contact myself and we will try our best to co-ordinate with you.
Thank you in advanced for any support you give!"
"CCGFC chair Tigger helps Cov food bank","Coventry, West Midlands, United Kingdom",https://www.gofundme.com/f/ccgfc-chair-tigger-helps-cov-food-bank,165,200,2020-05-15T02:44:04.0000000-05:00,05/16/2020,"COVENTRY FOODBANK","Registered nonprofitDonations eligible for Gift Aid.",7,"Do you want to join me in making a difference? I'm raising money in aid of COVENTRY FOODBANK and every donation will help. Thank you in advance for your contribution to this cause that means so much to me."
"Bodmin food bank","Bodmin, South West England, United Kingdom",https://www.gofundme.com/f/bodmin-food-bank,65,500,2019-12-17T11:40:08.0000000-06:00,12/13/2019,"The Trussell Trust","Registered nonprofitDonations eligible for Gift Aid.",7,"Do you want to join me in making a difference? I'm raising money in aid of The Trussell Trust and every donation will help. Thank you in advance for your contribution to this cause that means so much to me.

More information about The Trussell Trust: The Trussell Trust, in conjunction with local communities, develops and runs sustainable projects in the UK tackling poverty and exclusion. Through the UK Foodbank Network and Community Enterprises we work with marginalised people in real need, providing practical care and support. www.trusselltrust.org."
"Raise Money for food banks","Wallasey, North West England, United Kingdom",https://www.gofundme.com/f/qp64x-raise-money-for-food-banks,141,500,2020-03-23T05:11:54.0000000-05:00,03/22/2020,"The Trussell Trust","Registered nonprofitDonations eligible for Gift Aid.",6,"Do you want to join me in making a difference? I'm raising money in aid of The Trussell Trust and every donation will help. Thank you in advance for your contribution to this cause that means so much to me.

More information about The Trussell Trust: The Trussell Trust, in conjunction with local communities, develops and runs sustainable projects in the UK tackling poverty and exclusion. Through the UK Foodbank Network and Community Enterprises we work with marginalised people in real need, providing practical care and support. www.trusselltrust.org."
"Lauras Morecambe Foodbank Doorstop Challenge","Heysham, North West England, United Kingdom",https://www.gofundme.com/f/lauras-morecambe-foodbank-doorstop-challenge,95,150,2020-04-20T11:33:30.0000000-05:00,04/18/2020,"Morecambe Bay Foodbank","Registered nonprofitDonations eligible for Gift Aid.",6,"Today I have set up a challenge for myself to raise awareness and gain as many donations of food as I possibly can over one weekend period for Morecambe Bay Foodbank. Im based in Heysham just off the bypass and have asked the local community for as much help as I can to reach my goal.

Times are very hard during the current climate with the dreaded covid looming over, and the foodbank is as empty as it has been in a very long time. Shelves are bare and not enough donations being dropped off due to people isolating and keeping social distance rules.

What you see in the picture is what I've manage to rally the community to donate on my doorstop in just one day and will continue to put my baskets out and flood the world of facebook for another day.

Let's make this possible and donate what you can, you just never know when you may need to get help from the food bank, or know someone close that needs a helping hand. If your isolating and cant drop off but what to get involved, then donate what you can, it may save a childs life who is starving in poverty, help a single parent out, help the elderly, help one of your own.

Do you want to join me in making a difference? I'm raising money in aid of Morecambe Bay Foodbank and every donation will help. Thank you in advance for your contribution to this cause that means so much to me.

More information about Morecambe Bay Foodbank: Helping people in the Morecambe and Lancaster area who cannot get food due to an emergency situation"
"Keele Pool campaign for NEWCASTLE STAFFS FOODBANK","Newcastle, West Midlands, United Kingdom",https://www.gofundme.com/f/poolsoc039s-campaign-for-newcastle-staffs-foodbank,35,30,2020-05-16T13:23:24.0000000-05:00,05/17/2020 17:00:00,"NEWCASTLE STAFFS FOODBANK","Registered nonprofitDonations eligible for Gift Aid.",6,"Keele Pools Society's end of year virtual pool tournament! Entry is free but we ask anyone who can to donate to the local food bank for the Newcastle under Lyme area. This tournament is run to replace the usual doubles competition we run at the end of the year, with entry to this usually being £2.50 so please donate if you can!"
"Netley Burrow Fundraiser for Hound Basics Pet Food","Netley Abbey, South East England, United Kingdom",https://www.gofundme.com/f/netley-burrow-food-bank-fund,160,250,2020-05-14T07:58:38.0000000-05:00,05/15/2020,,,5,"Coronavirus Lockdown has had a devastating effect on our lives and those around us. For some people, their pets are the only company they have to keep them going through these troubled and lonely times. 

For a number of reasons, some are struggling with the costs of food. 

- This is not a question of judgment, please keep those to yourself

This is about supporting animals within your local community by supplying food to keep them healthy during times when owners are anxious and at their most vulnerable.

We are appealing to Netley Burrow followers & any others that wish to get involved to help raise money to supply Hound Basics Food Bank with pet food for any that require it within Netley, Bursledon & Hamble.

To find out more about us you can visit our Facebook at http://facebook.com/NetleyBurrow/
To find out more about the amazing work that Hound Basics do check out their Facebook here https://www.facebook.com/houndbasics/

I am sure many will be very grateful for your support.


"
"Emergency Food Bank Playa Panama Costa Rica","Lostwithiel, South West England, United Kingdom",https://www.gofundme.com/f/emergency-food-for-village-in-costa-rica,150,1500,2020-04-27T13:12:50.0000000-05:00,04/22/2020,,,5,"Costa Rica has been in lockdown for 6 weeks. many village families have run out of food. With your donation, we will provide family food packs to help those in immediate need. A family of 4 food pack that will last a week is costing $25 delivered. We are able to order the food in bulk online and see it to the households door within 36 hours of your donation. We work directly with verified families going through hardships here in Playa Panama. So many families living paycheck to paycheck are left without a job and going through hardships. Think of the snow cone vender, the fisherman in his small panga, the family that have 2-3 horses offering tours, restaurant and hotel workers, construction workers, supermarket staff, villa maids, the elderly, etc. ""We live here helping our neighbors with 24/7 efforts to help provide groceries door to door. No one is left behind."" Susan Fletcher Team leader. We have a data base of each household, prioritizing those families with only a day or two of food left. Local volunteers collect information by direct interviews and photos. we are coordinating with others working to locate donations, bulk buy the groceries and distribute. Objectives: 1. Find people and businesses willing to help, and those who need help in and around Playa Panama. 2. Identify families in critical condition, Focusing on needs of the family unit. Ages, medical conditions, special foods, prescription pick ups, transportation , etc. 3. Work with locally owned grocery store, pharmacy, hardware stores in a neighboring town of Playa de Coco who prepare the food boxes and deliver to our village where we deliver directly to families. 4. Organize the community to prevent any profiteering on this catastrophe. Preventing nepotism, or special favors and keeping crime at a very minimum. 5. Using safety precaución at all times, to protect our volunteers and the families. Thank you for being part of our program, and helping us help all the families in need a little at a time. All donations, from $5 or more gets us closer to our goal."
"Northern Quarter Bars Food Bank Fundraiser","Manchester, North West England, United Kingdom",https://www.gofundme.com/f/northern-quarter-bars-food-bank-fundraiser,140,1000,2020-05-11T07:38:13.0000000-05:00,05/01/2020,,,5,"Hi i'm Jack the GM for El Capo!

El capo, Whiskey Jar, Behind Closed Doors and Alabama's are raising money to support local food banks.

During this difficult time food banks are struggling to supply families with food they desperately need. Every Monday we will be going to purchase as much food as possible and droping this off at the food banks to help support those in need. Both using our own funds and any donations we receive. Please join us in helping those in need and remember every little helps.

We will also be making sure we will follow the government guidelines on social distancing, keeping two meters apart, and making sure that everyone uses gloves and masks to ensure safety.

We are fundraising for Manchester Central Foodbank (www.Manchestercentral.foodbank.org.uk)

Fb - https://www.facebook.com/ManchesterCentralFoodbank/
Insta - @mcrfoodbank
Twitter - @McrFoodbank"
"Food Bank fund","Guisborough, North East England, United Kingdom",https://www.gofundme.com/f/food-bank-fund,40,100,2019-12-16T09:18:58.0000000-06:00,12/15/2019,,,5,"I'm currently collecting for local food banks in and around Middlesbrough. However, I know many people may want to get involved but not have the time to get out and buy things to donate. 

Instead, I'm setting up this fundraising page in the hopes that people can donate money towards the cause. I'll then use the money and post photos of the receipts to show what we were able to buy to give to the food banks. 

Every little helps, so please, if you can help out, give whatever you can. This is a project I'm passionate about, now more than ever. We really need to pull together and help those less fortunate than ourselves. 

Thank you."
"Raise money for local food banks & NHS staff!","Dagenham, Greater London, United Kingdom",https://www.gofundme.com/f/raise-money-for-local-food-banks-amp-nhs-staff,25,200,2020-03-31T14:06:56.0000000-05:00,03/31/2020,,,5,"Due to the recent outbreak off the corona virus (COVID-19) we would like to raise money for the people who are struggling in this stressful time. Many people are out of work and have to result to food banks during these times and there is now a lack off food. Therefore we would love to support those people in this time of desperation. We would also like to thank the NHS workers for there commitment and hard work on the front line. 50% of the money raised will go to local food banks and the other half would we donated to NHS workers."
"Feed Gala Foodbank","Allanton, Scotland, United Kingdom",https://www.gofundme.com/f/feed-gala-foodbank,130,500,2020-04-26T14:06:01.0000000-05:00,04/18/2020,,,4,"Kind and grateful words below have been taken from the Gala Foodbank Facebook page. As a well established Foodbank of 12 years, volunteers continue this amazing community work in the difficult times.

Stocks need replenished continually and foodbank shopping trips for fresh food and items they're short of, amount to 100's of pounds. Not only is less food being donated to the foodbank, more people are in need of it. 

If donating items works best for you please see a list below of things that are needed and where these can be left. If, like me, you're isolating at home, and feel you have money you can donate, then this will be gratefully received. I will post updates here and on the Galashiels Foodbank Facebook page (link below).

From Facebook...
""During this difficult time in history it's wonderful that so many kind people have given donations of food and significant amounts of cash.
Having cash reserves allows us to buy in fresh food.
We really need ongoing donations of food items e.g. dried rice, pasta, cooking sauces for rice and pasta, tins of cold meat as well as meat for heating e.g. meatballs, tinned vegetables, instant potato e.g. smash, tins of custard, rice pudding. Also packets of breakfast cereal, sugar, tea, jars of instant coffee.
Food donations are gratefully received in the front porch of St Peters in Gala and Holy Trinity in Melrose as well as the collection points in Asda and Marks and Spencers, and COOP in Melrose.
Many thanks for your fantastic support. 
John Tucker""

https://m.facebook.com/Galashiels-Foodbank-2318211215060763/?tsid=0.6358059440499984&source=result

if you would rather donate directly to the foodbank then please contact the foodbank treasurer for bank details using the address below
dcblackledge@gmail.com"
"Help Support Wrexham foodbank","Wrexham, Wales, United Kingdom",https://www.gofundme.com/f/1z4s6b1khc,130,150,2020-04-28T03:52:14.0000000-05:00,04/10/2020,,,4,"Hey Muddies, hope you’re all keeping safe in this pretty unusual time. We’ve been having a think about how we as a local running club could make a contribution to the local services supporting those in need right now. From the weekly £1’s you all contribute we have the capacity to make a small donation to support the work going on locally and have decided to give £100 to our local food bank in Wrexham Wrexham Foodbank We don’t think anyone in our community should have to face going hungry. That’s why we provide three days’ nutritionally balanced emergency food and support to local people who are referred to us in crisis. We are part of a nationwide network of foodbanks, supported by The Trussell Trust, working to combat poverty and hunger across the UK"
"Food Bankers","Folkestone, South East England, United Kingdom",https://www.gofundme.com/f/food-bankers,75,250,2019-12-16T16:15:11.0000000-06:00,12/16/2019,,,4,"Holly Cottingham and I are collecting material and cash donations for the Food Banks in Folkestone. We are also hoping to volunteer over this Christmas period, but we need help! 
If anyone would like to donate goods then privately message either of us to organise a collection or drop off. However, for ease this seemed like the best option where people would be able to donate from work, home or Christmas shopping, without too much fuss at this busy time!
This really is important and this little bit of money that we're aiming to raise (possibly less than what you may spend on presents this year), will truly make a MASSIVE difference to the people in OUR town who are in need. 
Thank you to everyone who has already been donating! Lets reach this goal and feed Folkestone! xxx"
"Knottingley Food Bank","Manchester, North West England, United Kingdom",https://www.gofundme.com/f/knottingley-food-bank,70,1000,2020-03-20T02:30:00.0000000-05:00,03/20/2020,,,4,"Thieves have taken advantage of the coronavirus crisis and targeted a food bank to sell stolen goods in pubs, its manager has said.

Donations, including sanitary products and toilet rolls, were taken from the site in Knottingley, West Yorkshire.

Stockpiling restrictions mean the Trussel Trust food bank cannot replace the items and will close.

This means those families and individuals hardest hit will go without. 

Read the full story here:

https://www.google.co.uk/amp/s/www.bbc.co.uk/news/amp/uk-england-leeds-51964828

I don't have authority to do this, but I just read the story, and felt something needs to be done to help people who now cannot get help because of a selfish minority. 

Never started a GoFundMe page before, so it's a learning curve, but I will make sure all donations are sent on and provide updates.

Thanks for looking."
"Pass on your blessings","Nottingham, East Midlands, United Kingdom",https://www.gofundme.com/f/lisas-campaign-food-bank,60,500,2020-03-19T16:54:39.0000000-05:00,03/18/2020,,,4,"Hello All,
At difficult times like we are currently in, the best thing we can do is help one another and make sure everyone has enough.

As we know food banks are suffering massively and barely have anything on their shelf’s, which means families and individuals are also struggling to feed their families.

I know what that feels like, so I hope we can all pull together and donate as little as a pound towards the cause. All donations will go to supplying the local food banks with whatever they need! I do not mind showing proof of this! 

it will also be used to make a care package for the elderly. I will
locate those in need and help they as much asI possibly can. 

"
"Highfield food bank","Kettering, East Midlands, United Kingdom",https://www.gofundme.com/f/highfield-food-bank,45,100,2020-04-04T05:17:01.0000000-05:00,03/28/2020,,,4,"I run a foodbank on Highfields estate in Kettering we normally run one afternoon a week and help families struggling but since the virus and me finishing work on Monday we have had the food bank on every day all day to help families in need and delivery parcels to people who can’t go out also to different estates as well .we are in need of coffee,sugar,tins,pasta ,packet food milk etc if you can help either by getting a extra item in ur shopping or a donation that would be great as I would like to do this every day if we have the stock to help more and more vunable families in these worrying times thanx in advance"
"Trussell Trust Food Banks","London, Greater London, United Kingdom",https://www.gofundme.com/f/trussell-trust-food-banks,100,200,2020-04-19T17:34:13.0000000-05:00,04/16/2020,"The Trussell Trust","Registered nonprofitDonations eligible for Gift Aid.",3,"Do you want to join me in making a difference? Well read here to find out how you can help and more about me and the Trussell trust charity! I'm raising money in aid of The Trussell Trust and every donation will help. Your money will be put to a good cause and will help many people. Can’t physically go out and help people? No worries as you can donate here to help. You could potentially be saving someone’s life by providing them with food and shelter! For more information on what your money would be for please go to the Trussle trust website the link is located in the last paragraph! All the donations we can get will be amazing and very much appreciated so please check out the Trussle trust and donate here!! All donations given here will go straight to the Trussle trust and help someone in need! Thank you for your contribution to this cause that means so much to me.

More information about The Trussell Trust: The Trussell Trust, in conjunction with local communities, develops and runs sustainable projects in the UK tackling poverty and exclusion. Through the UK Foodbank Network and Community Enterprises we work with marginalised people in real need providing practical care and support. www.trusselltrust.org. Mira D’Souza "
"Help us Open a Online food bank to feed the UK","London, Greater London, United Kingdom",https://www.gofundme.com/f/help-us-open-a-online-food-bank-to-feed-the-uk,90,500,2020-05-03T11:53:45.0000000-05:00,05/01/2020,,,3,"Our mission is simple. Everyone should have access to food. We are a food bank website that lets the public donate free food to people that need it online. 

Every penny we generate we will secure food and distribute food to people that need it..For Free.

Check our website out now: https://frefoo.myshopify.com/"
"RHTs Food Bank Stars","Newport, Wales, United Kingdom",https://www.gofundme.com/f/rhts-food-bank,75,500,2020-05-11T07:45:24.0000000-05:00,04/24/2020,"RAVEN HOUSE TRUST LIMITED","Registered nonprofitDonations eligible for Gift Aid.",3,"Do you want to join me in making a difference? we're raising money in aid of RAVEN HOUSE TRUST LIMITED and every donation will help. Thank you in advance for your contribution to this cause that means so much to me.
EVERY penny raised will go towards the Food Boxes that are desperately needed across Newport. We can't do this without your support- Thank You"
"Helping our local food banks","Eastbourne, South East England, United Kingdom",https://www.gofundme.com/f/helping-our-local-food-banks,70,1000,2020-04-24T18:00:54.0000000-05:00,03/30/2020,,,3,"Given the current worries around covid 19 our food banks are suffering as people are stock piling tinned foods in a panic so I want to raise money so i am able to and buy some food for the food banks to keep helping people that really need it"
"Donations for local food bank","South Shields, North East England, United Kingdom",https://www.gofundme.com/f/save-on-sky-sports-for-food-banks,69,500,2020-04-04T11:52:41.0000000-05:00,03/27/2020,"HOSPITALITY AND HOPE","Registered nonprofitDonations eligible for Gift Aid.",3,"Hi All it's warrick, YOU CAN JUST MAKE A DONATION TO MYGOFUNDME, 
As we are in isolation for the foreseeable future, I thought, all who have PAUSED their sky sports for the foreseeable future could raise funds for the local food bank, So we can do a bit to help out the vulnerable in the community. 

The idea goes as such, you can just make a donation or if you have paused your sky sports and your subscription was £13 a month as mine is, for every month I am receiving free sports I would donate the £3, I save £10 for my family and donate the £3 to my local food bank HOSPITALITY AND HOPE south shields, so I have setup this gofundme, therefore you save they gain. Thanks again Warrick"
"Support Swansea Eastside Foodbank","Bonymaen, Wales, United Kingdom",https://www.gofundme.com/f/support-swansea-eastside-foodbank,50,1000,2020-03-27T17:50:01.0000000-05:00,03/27/2020,"SWANSEA EASTSIDE FOODBANK","Registered nonprofitDonations eligible for Gift Aid.",3,"Do you want to join me in making a difference? I'm raising money in aid of SWANSEA EASTSIDE FOODBANK and every donation will help. Thank you in advance for your contribution to this cause that means so much to me. Swansea East Side Food Bank is a registered charity (1163300) which for nearly six years has been helping people in its local area through crises.

Based in a small chapel, it’s a genuine community effort, involving and supported by people of different faiths and none. One volunteer and trustee calls it her “food bank family’. 

We offer more than food, through our close network of partners, we help people find solutions through debt advice, mental health support and access to legal advice. In the Covid-19 crisis, we’re now 'front line' of the City’s emergency food plan. Our great supporters' are always by our side, we’ve set up a wholesale account to keep the deliveries coming in and this vital service going

Please support "
"Food bank fund","Woodlands, South East England, United Kingdom",https://www.gofundme.com/f/bzttmk-food-bank-fund,40,200,2020-03-19T07:26:15.0000000-05:00,03/15/2020,,,3,"There a lot of people getting stressed about seeing the empty shelves in supermarkets and directing anger at those who are stocking up supplies as they face uncertain times.
food bank’s supplies are down 25% on their usual quantities so I thought it might be nice (for those who are getting concerned) to donate some funds so I can take a trip to Costco and deliver some staple items to those who are struggling and unable to get what they need.
It is the elderly community who are set to be effected the most so we will be making up some “basics bags” and asking people to let us know if they are aware of anyone (a neighbour, friend, relative...) in need of supplies so we can deliver some bits and help them through this together :)
This is a time to be aware of people who are alone. It is possible they could face isolation for months at a time... let’s show that we genuinely care.
please donate... even if it’s a pound or two! That could be enough to brighten someone’s week.
this will be run for people living in Southampton and surrounding areas.
if this doesn’t work our then the food will be donated to related charities."
"Help me raise money for a local food bank!","Stanford-Le-Hope, East of England, United Kingdom",https://www.gofundme.com/f/help-me-raise-money-for-a-local-food-bank,25,100,2020-01-13T10:44:58.0000000-06:00,01/12/2020,,,3,"I want to raise money for my 20th birthday for my local food bank! 

All money earned will be used to pay for food that the local food bank needs!! 

*proof will be uploaded*"
"Luton food bank fundraiser","Luton, East of England, United Kingdom",https://www.gofundme.com/f/luton-food-bank-fundraiser,25,300,2019-12-20T03:49:28.0000000-06:00,11/26/2019,"Luton Foodbank","Registered nonprofitDonations eligible for Gift Aid.",3,"Do you want to join me in making a difference? I'm raising money in aid of Luton Foodbank and every donation will help. Thank you in advance for your contribution to this cause that means so much to me.

Everyone needs a helping hand, so please, please ever little helps, this is a critical time of year and lots people including families will find it hard, I just want to make a small difference to someone's life even for a short moment. 

I will be collecting food at bannatyne health club Luton, as well as taking cash donations to go straight to the food bank itself. 

Anyone may fall on hard times and this will make such a difference to so many people. The smallest donation will help.

Thank you all!!! 

More information about Luton Foodbank: We provide nutritionally balanced and culturally appropriate food free to people in hardship or distress who are referred to use by a network of referrers. We promote healthy eating, and support local opportunities for food growing, and the expansion of foodbank activity through the development of a community food purchasing scheme. We provide signposting information to local advice and information services. We promote co-operative working and social cohesion. We promote the principles of Fair Trade."
"LPN Campaign for NANTWICH FOOD BANK","Shavington, North West England, United Kingdom",https://www.gofundme.com/f/lpn-campaign-for-nantwich-food-bank,20,200,2020-04-27T09:16:54.0000000-05:00,04/25/2020,"NANTWICH FOOD BANK","Registered nonprofitDonations eligible for Gift Aid.",3,"Do you want to join us in making a difference? Were raising money in aid of NANTWICH FOOD BANK and every donation will help. 

Thank you in advance for your contribution to this cause that means so much to us here at Living Pure Natural"
"Keep our community cafe open & Foodbank","Bristol, South West England, United Kingdom",https://www.gofundme.com/f/keep-our-food-bank-open,110,9000,2020-02-02T05:24:14.0000000-06:00,01/31/2020,,,2,"https://www.bristolnetworks.org.uk/Articles/387199/Home/Resources/Films_Videos/St_Marks_Community.aspx


please look at what this wonderful cafe provides and dig deep! We need to stay open and we need to extend the days we operate. we are also linked and provide space for the the trussell trust Foodbank. "
"Local Food Bank Apeal","Barnoldswick, North West England, United Kingdom",https://www.gofundme.com/f/local-food-bank-apeal,60,1000,2020-04-30T05:59:53.0000000-05:00,04/30/2020,,,2,"Due to COVID19 we're seeing an increase in the number of people relying on food banks, that is down to a number of reasons as people are in isolation or simply can't afford the basics nassesities. Food Banks need our help and support, with your donations I will purchase vital supplies for those food banks that need them. please donate and no amount is too small."
"CAPCARE and Food Bank","Ossett, Yorkshire and the Humber, United Kingdom",https://www.gofundme.com/f/capcare-and-food-bank,45,1000,2020-04-03T06:10:27.0000000-05:00,03/29/2020,"ROTARY CLUB OF OSSETT TRUST FUND","Registered nonprofitDonations eligible for Gift Aid.",2,"The Rotary Club of Ossett are currently raising funds to split between Community Awareness Program CAP and the Food Bank at Christmas Church South Ossett

lots of you would normally donate but in the current situation can't get to make a donation so please make it through us"
"Help us support the Pontypridd Foodbank","Rhydyfelin, Wales, United Kingdom",https://www.gofundme.com/f/help-us-support,40,250,2020-05-01T10:44:43.0000000-05:00,05/01/2020,,,2,"It goes without saying that Covid-19 has really changed the world and has provided uncertainty for millions of people.

It has built resilience for many and brought many communities together. It has also been extremely tough on local businesses and charities serving our local community.

We at Rhydyfelin RFC pride ourselves at being heart of the community especially our Mini and Junior Team who are a talented and inspiring group of children. They wanted to do something to help current circumstances. As we hugely salute the key workers of the country and the outstanding efforts on fighting this virus, keeping the economy going and the efforts from groups and individuals fundraising for the larger organisations such as the NHS, our thoughts turn to local charities who are also struggling. Pontypridd food bank last year alone distributed 2,042 3-day emergency food supplies to the local community. 
We would really like to be able to help them through this tough time and donate even more to them as incomes are getting less, more and more people are becoming unemployed and the food bank is needed by more people.

Please help us to help our local community. Our talented mini rugby team have been hardat work staying safe at home, keeping up beatand have produced a video for you. (Availableon our Facebook page). All we ask is if you like the video and please donate. Many thanks,

Rhydyfelin RFC Mini’s & Juniors xx "
"Lords Larder Food Bank Fund Raiser","Saint Germans, South West England, United Kingdom",https://www.gofundme.com/f/8cy6h-a-cause-i-care-about-needs-help,40,400,2020-05-15T07:43:38.0000000-05:00,04/28/2020,"YEOVIL CHRISTIAN SUPPORT TRUST","Registered nonprofitDonations eligible for Gift Aid.",2,"Do you want to join us in making a difference? 

During these difficult times we were thinking about how we could offer some practical support to the communities living near the proposed scheme. 

Food banks are desperate for donations to be able to carry out the valuable service they provide.

We are raising money in aid of the Yeovil Christian Support Trust Lord's Larder Food Bank and every donation will help. 

The Lord’s Larder Food Bank is a local ‘bank’ of non-perishable food operated by volunteers from churches in and around Yeovil.

It began in a small way in 1991 when a representative of Yeovil Citizens’ Advice Bureau spoke about the need for emergency food to members of one of the churches in Yeovil. It is now supplied by over 60 local churches, 45 schools and several community groups.
Last year in 2019, over 91,000 items of food were given out via 60 different agencies to help 6,231 local people, (3,715 adults and 2,316 children).
Thank you in advance for your contribution to this cause."
"Queensferry Pet Food Bank","South Queensferry, Scotland, United Kingdom",https://www.gofundme.com/f/queensferry-pet-food-bank,40,500,2020-03-28T11:15:22.0000000-05:00,03/22/2020,,,2,"Hi everyone. This a new project that I'm setting up to help those with pets who are struggling at the moment. I feel that in these long periods of isolation our pets are going to really help us fight of the loneliness so I want to help them get through this too. Therefore I am setting up a Pet Food Bank. 

If you are looking for supplies please message and I will see if I can help, if I don't have what you need I can check in the my work at Pets At Home to see if I can pick up what you require.

If after all this blows all I have supplies left I will donate to local animal rescues.

So if you have anything you would like to donate please drop me a message and you can either drop off or I can pick up, obviously leaving it outside the house for drop off and collection (social distancing).

We are also willing to offer dog walking to those who are isolating at the moment and cannot get out to walk their dogs. Obviously many dog walkers are offering this service at the moment too but we would like to help where we can.

Thanks for taking the time to read this. Please share and together we will all pull through this.

Heather & Chloë
xxx"
"Anna-marie's campaign for Stanwell Foodbank","Staines-Upon-Thames, South East England, United Kingdom",https://www.gofundme.com/f/annamarie039s-campaign-for-stanwell-foodbank,30,70000,2020-02-05T01:51:00.0000000-06:00,02/02/2020,"Stanwell Foodbank","Registered nonprofitDonations eligible for Gift Aid.",2,"Please help Support Stanwell Food Bank to raise funds to refurbish our community building and create a community kitchen open for all 7 days a week . Help support our community access surplus food and eat a fresh meal daily and teach cooking skills to all. 

Stanwell Food Bank works in partnership with Stanwell Events and will be using the community Building to provide more than just food ranging from messy play , youth projects , dinner clubs , events for the community , digital projects , including growing food on site and exploring through a project called the imagine project ways to grow food and teach skills to raise aspirations for our community and surrounding areas ."
"Canine campus pet food bank","Grangemouth, Scotland, United Kingdom",https://www.gofundme.com/f/canine-campus-pet-food-bank,30,100,2019-12-18T15:37:24.0000000-06:00,12/18/2019,,,2,"Dolly & Nelson are very fortunate not to want for any fóod or go hungry, but there is a lot of pets out there who need help.

Dolly is a rescue who wasn't as fortunate to have a full belly and came to the rescue in a terrible state, so she wants to pay it forward.

We are asking for a few pennies to help those pets that have owners who are struggling to make ends meet, some of these people will feed their pets before themselves or are homeless but their pet is their only friend


Let's help everyone this Xmas a couple of £'s is not a lot, it's a pack of mince pies to us which if were honest will probably not even get used 

I know everyone asks but it's usually the wee charities that get missed so every penny raised will go towards helping stock up the pet food bank at Canine Campus Pet Foodbank"
"Jam Zone Virtual Class Raiser for Local Food Banks","Hall Green, West Midlands, United Kingdom",https://www.gofundme.com/f/jam-zone-virtual-class-raiser-for-local-food-banks,25,200,2020-05-15T10:02:20.0000000-05:00,05/14/2020,"HIGHFIELD HALL COMMUNITY CLUB","Registered nonprofitDonations eligible for Gift Aid.",2,"Join me in making a difference as I'm raising money in aid of HIGHFIELD HALL COMMUNITY CLUB and every donation will help. Thank you in advance for your contribution as we continue to support the local communities through these uncertain periods. "
