Title,Location,Url,Details.Raised,Details.Target,Details.MostRecentDonation,Details.Created,Details.Organization,Details.OrganizationDetails,Details.DonationCount,Details.Story
"Barrow Celtic Food Bank Fundraiser","Barrow-in-Furness, North West England, United Kingdom",https://www.gofundme.com/f/barrow-celtic-food-bank-fundraiser,660,500,2020-05-10T13:51:39.0000000-05:00,04/12/2020,"BARROW FOOD BANK LIMITED","Registered nonprofitDonations eligible for Gift Aid.",43,"As a club, we have set ourselves a challenge to walk, run or cycle 2000 miles by the end of May. Every penny will go to Barrow Food Bank who have seen an unprecedented increase in demand. Thank you in advance for your contribution to this cause. "
"Le19 food bank donations","Narborough, East Midlands, United Kingdom",https://www.gofundme.com/f/supporting-families-that-receive-free-school-meals,400,200,2020-04-29T10:15:28.0000000-05:00,03/18/2020,,,17,"Given the current situation with the Coronavirus and the lack of guidance from our government this fund is set up to support the families that receive pupil premiums for the children to receive free school dinners. If the schools close it enables us to support this families to ensure they do not go hungry should the school close.

If this does not happen or any excess money is available the money will be donated to a food bank in Le19 area.

Thanks for your support"
"Pantside Community Food Bank","Newbridge, Wales, United Kingdom",https://www.gofundme.com/f/pantside-community-food-bank-raffle-prizes,236,300,2020-03-17T07:04:52.0000000-05:00,01/29/2020,,,30,"We are raising money to help replenish our food cupboards."
"Raising money to do a food bank food shop","Newton Aycliffe, North East England, United Kingdom",https://www.gofundme.com/f/ian039s-campaign-for-junction-7,464,300,2020-03-29T13:44:47.0000000-05:00,03/12/2020,"Junction 7","Registered nonprofitDonations eligible for Gift Aid.",35,"I thought it would be a good idea to try and help Junction 7. They do so much for the community which goes unnoticed. I've done a couple of shops myself and for £50 you can get a massive shop. £1 is four tins of beans which will help so much."
"Halifax homeless and community kitchen food bank","Luddendenfoot, Yorkshire and the Humber, United Kingdom",https://www.gofundme.com/f/halifax-homeless-and-community-kitchen-food-bank,904,1000,2020-05-12T08:42:28.0000000-05:00,04/06/2020,,,24,"HHCK have expanded their service to the community, partnering with integrated4solutions cic and responding to the growing need to support the statatory services by running our very own food bank to help relieve food insecurity. We are continuing to supply food parcels to households that are economically disadvantaged/vulnerable/isolated/ older/ disabled and for those that cannot access food banks due to their health/ mental health, are without transport or self isolating due to Covid19. We are delivering over 80 food bags weekly, to over 250 people We are working collaboritively with other organisations to ensure we are meeting the needs of the community, taking referrals from social services, Surestart, Calderdale Lighthouse, Mothershare, young carers, young persons interventions team, women’s shelters and many more In excess of this, we are receiving over 10 additional referrals a day. Money raised will ensure our service is sustainable, allowing us to continue to source, replenish, stock, pack and deliver to as many people, helping to alleviate the additional and imminent stress caused by the current situation. Please support us to continue to support others. HHCK xxx"
"Andover Food Bank","Andover, South East England, United Kingdom",https://www.gofundme.com/f/andover-food-bank,1325,1000,2020-04-20T06:30:21.0000000-05:00,04/10/2020,,,101,"The lads at Andover New Street Swifts have come together to raise money for the Andover Food Bank. As a group the lads thought it was important to help and support our local community. Andover Food Bank have played a huge part in supporting families and people during this tough time. The Challenge; The lads will attempt to collectively run 300KM between today (10/04) and next Friday (17/04). Any donations will be fantastic the boys will really appreciate the support. Up The Swifts."
"Corona Virus - Leicester Food Bank Appeal","Wigston, East Midlands, United Kingdom",https://www.gofundme.com/f/corona-virus-leicester-food-bank-appeal,3584,10000,2020-05-02T15:02:26.0000000-05:00,03/20/2020,"ACTION HOMELESS (LEICESTER) LIMITED","Registered nonprofitDonations eligible for Gift Aid.",71,"Action Homeless (702230) are fundraising to buy food for food banks across Leicester to ensure they remain open so people that use them do not lose a vital lifeline. 

There are over 15 food banks in Leicester that work every week. Their support provides food to at least 700 people in need every week.

Local groups have seen a 50-60% drop in donations in the last week as the public have tried to plan for the uncertainty caused by the COVID-19 pandemic. 

Without donations from food suppliers, supermarkets and the public food banks in Leicester would not be able to operate. 

Action Homeless runs Leicester's Emergency Food Partnership that supports food banks across the city. They are working with the local Council, businesses and community groups to ensure everyone gets the support they need during this uncertain time.

All money raised will buy food for people in need in Leicester.

www.actionhomeless.org.uk"
"Gateside Community - Food Bank","Kirkliston, Scotland, United Kingdom",https://www.gofundme.com/f/gateside-community-food-bank,830,100,2020-05-13T10:09:18.0000000-05:00,03/27/2020,,,29,"Here in Kirkliston, we are about community and are committed to it. During this time in the pandemic we have all noticed a shortage on food as people have done their panic buy. Some people do not have transport to go to a larger store or simply don't have the money to do so. At Gateside Community Hub, we are offering food and help in need (Kirkliston and South Queensferry only). We also do a delivery service as The Government has put the UK on lockdown. We are kindly asking for donations to help with food and help for those in need. We would be very grateful for your help."
"Combe Martin Food Bank","Combe Martin, South West England, United Kingdom",https://www.gofundme.com/f/combe-martin-food-bank,290,200,2020-04-09T02:02:48.0000000-05:00,03/25/2020,,,21,"Hi All. I thought I would try and do my bit for the village Combe Martin. I want to raise at least £500 if I can to go towards the Food Bank. I am going to shave my head if I get to £500. Combe Martin is very close of my heart, this is where I grew up. So come on people lets do this for the people who need food and help with other essentials. Thank you"
"Shaving my head bald for a local food bank","Gowerton, Wales, United Kingdom",https://www.gofundme.com/f/e5rhg-a-cause-i-care-about-needs-help,260,200,2020-05-16T13:54:04.0000000-05:00,04/29/2020,"HENDY AND COMMUNITIES PARK COMMITTEE","Registered nonprofitDonations eligible for Gift Aid.",14,"Do you want to join me in making a difference? I'm raising money in aid of HENDY AND COMMUNITIES PARK COMMITTEE, which is a food bank that helps the local community and every donation will help. This will allow people in the local community to have access to meals that who might not otherwise have access too in these difficult times that we are in. Thank you in advance for your contribution to this cause that means so much to me."
"Emergency Weekend Food Bank and Community Fridges","Warrington, North West England, United Kingdom",https://www.gofundme.com/f/FUCAFOODHEROES,200,500,2019-09-09T03:30:27.0000000-05:00,08/12/2019,,,12,"FUCA Food Heroes is a community based initiative, run by local Food Heroes. We aim to help alleviate the food poverty caused by the austerity of this government and provide easy access to food, without referral, through our pods. 

Whilst our initial pods have received great support from their communities, the funds raised will plug gaps in supplies, as needed. 

Currently we are running and opening, pods with Emergency Weekend Food Parcels. We are wanting to open community fridges in some locations. We've got the offers of surplus food waste, but fridges, insurance, liability and food safety courses for our Heroes need to be paid for. 

Our Facebook Page-Click 'Visit Group'! Let's go UK WIDE FUCAs!"
"Sheffield Food Bank Campaign","Sheffield, Yorkshire and the Humber, United Kingdom",https://www.gofundme.com/f/sheffield-food-poverty-campaign,3537,15000,2020-05-06T13:57:50.0000000-05:00,03/31/2020,"S2 FOOD POVERTY NETWORK","Registered nonprofitDonations eligible for Gift Aid.",107,"Sheffield Business Together(SBT) https://sheffieldbusinesstogether.org.uk / Hosted in VAS, brings together like minded businesses, to collaborate and share resources across sectors, to address some of the key challenges facing our city and communities.

The Challenge
Covid -19 is an unprecedented challenge for us all. SBT feel our immediate priority is ensuring our food banks have adequate food to help the most vulnerable in the city. They are struggling with donations due to panic buying whilst facing increased demand. 

What can I do?
We have partnered with the Sheffield food bank network http://www.sheffieldfoodbank.org.uk/food-bank-list/. There are 15 food banks in the network who helped over 40,000 people last year. We would like those of you who are not experiencing financial hardship, to consider donating a weeks bus fare, petrol, parking charges, or whatever you can afford. Given most businesses have implemented some form of home working, many may not have incurred these costs.

Donations will be shared across the 15 food banks in the Sheffield network. 

Thanks in advance for your contribution, together we can make a massive difference.

Sheffield Business Together is hosted in VAS who are co-ordinating the Voluntary Sector response to the COVID Crisis. For uptodate information and details on how to get support or volunteer to help please see 

https://www.vas.org.uk/what-we-do/covid19/"
"Brae Food Bank","Brae, Scotland, United Kingdom",https://www.gofundme.com/f/brae-food-bank,560,200,2020-05-05T16:54:52.0000000-05:00,03/28/2020,,,15,"Hi! We’re a little church in Brae trying to reach out to those in our community who need some support during what is a difficult time for us all. Our aim is to try and provide basic food items and toiletries to anyone in need.
A few folk have asked how they can contribute and this page has been created in response to that generosity. We are so grateful for any donation made- to borrow Tesco’s slogan ‘Every little helps’.
Please help us spread the word ❤️

"
"food bank","Murdishaw, North West England, United Kingdom",https://www.gofundme.com/f/684qx-food-bank,630,-1,2020-05-05T16:34:34.0000000-05:00,04/10/2020,,,38,"There are families within are community struggling for food an supplys at this time , either due to been in isolation or they are vulnerable an have no one else to turn too x as are pub the Queen of hearts is in the centre of are community we thought we would run a food bank an help out those in need . We are relying on donations to keep this going so please any help at all would be appreciated so we can keep this going through these testing times xx Thankyou for your support"
"Support The High Lane Food Bank","High Lane, North West England, United Kingdom",https://www.gofundme.com/f/support-the-high-lane-food-bank,550,500,2020-04-27T07:59:51.0000000-05:00,04/08/2020,,,18,"We have set up a food bank to support the community of High Lane during the Covid-19 crisis. Many people may find themselves struggling to afford food in the weeks ahead. Please donate what you can to help provide food and essentials during this time of crisis.
The food bank is a valuable resource and will be available to all residents of High Lane who find themselves in need."
"Winsford food bank","Winsford, North West England, United Kingdom",https://www.gofundme.com/f/winsford-food-bank,120,200,2019-11-26T20:12:28.0000000-06:00,07/23/2019,,,15,"We are raising money with NCS, Nation Citizens Service. We are raising money to provide the mid Cheshire food bank with money but also food. We will be raising as much as we can so we can help change people’s lives who aren’t fortunate to have money to afford food. Donate as much as you would like. Anything would be appreciated
kind regards, NCS A TEAM"
"Food bank support through Covid 19","Rubery, West Midlands, United Kingdom",https://www.gofundme.com/f/food-bank-support-through-covid-19,520,200,2020-04-23T13:50:28.0000000-05:00,03/20/2020,NEWSTARTS,"Registered nonprofitDonations eligible for Gift Aid.",21,"Hello, 

NewStarts is a charity supporting vulnerable people with in our community. They run food banks and regularly support over 10 families a week. Over the past few weeks the number of family’s and people in dyer need of food has drastically risen and it’s growing daily..
They are quickly running out of food to support the people in our community who need it. 
Since setting up the support group we have been asked regularly if they could donate money to support the cause. Well now you can. We have such an urgency to get food parcel to the people who need it most. So many are having to self isolate and it’s just getting worse day by day. Please anything you can spare will go directly to these wonderful people to help buy the supplies they need to support our community. Thanks very much. Trish, Lyndsay, Claire and the Admin team. "
"Lucas capitals burton food bank donation","Church Gresley, East Midlands, United Kingdom",https://www.gofundme.com/f/lucas-capitals-burton-food-bank-donation,255,150,2020-05-14T03:07:11.0000000-05:00,04/23/2020,,,22,"Do you want to join me in making a difference? I'm raising money in aid of BURTON UPON TRENT AND DISTRICT YMCA reconnect and every donation will help. Thank you in advance for your contribution to this cause that means so much to me.

Lucas decided to make good use of his time during the Easter holidays by accepting the challenge of learning capital cities and their countries. Family and friends donated money for each correct capital. After a live “capital city quiz night’ He can now tell you the capital city to over 150 countries and earned £128 So far in donations which we transformed into a food bank donation for Burton food bank. Here is what he delivered today...needless to say they were very grateful. Thank you to all of those who donated so far, we love you all x

Lets help Lucas raise even more to get a second food donation for them!"
"All Our Local Food Banks","Thornaby, North East England, United Kingdom",https://www.gofundme.com/f/thornaby-baptist-church-food-bank,260,1000,2020-04-24T08:01:50.0000000-05:00,04/02/2020,,,9,"Sergio And Raffaella Peretti
20 Cumbernauld Road
Thornaby
TS17 9BE

Hi everyone,

I hope this message finds you all safe and well.

I am currently at home on my own most days losing my mind in self isolation. As I sit here watching so many brave people in all sorts of walks of life putting themselves and their families at risk without a second thought, I have decided to do my bit and to raise funds for our local food banks here in all our local areas. These will include Middlesbrough, Thornaby, Stockton - On - Tees and Billingham.

I will contact each local food bank and ask if they would like me to take them stock directly or if they would prefer the cash so that they can prioritise exactly what they need.

All I am looking for is any spare change type donations which will go a long, long way to helping those in our local community in the greatest need of all.

If you are unable to donate anything just sharing this post will help raise funds for those who have fallen through the benefits system, or do not qualify for any of the government help.

I am kicking off the fund with a donation of £100.00

Thank you for your time.

Sergio."
"Help RKF Food Bank during the COVID crisis","London, Greater London, United Kingdom",https://www.gofundme.com/f/help-rkf-foob-bank-during-the-covid-crisis,1020,1000,2020-05-14T08:59:43.0000000-05:00,04/19/2020,,,27,"Due to the COVID crisis the RFK Food bank, where I've been volunteering for the last 3 years, is struggling to cope with the higher demand of help. More than ever Food Banks needs our help so we can support families providing them with food and support. Please help me raise money to keep this charity providing for the many families (60 in recent weeks) that are in desperate need of food at this very sad time. Thanks Francesca. https://www.rukhsanakhanfoundation.org/feed"
"Romney Marsh Morris supporting Shepway Food Bank","Ashford, South East England, United Kingdom",https://www.gofundme.com/f/romney-marsh-morris-supporting-shepway-food-bank,120,250,2019-09-10T19:59:41.0000000-05:00,08/09/2019,,,7,"The Romney Marsh Morris supports the local community and is holding a fundraising karaoke and disco on 28 Sep at Dymchurch Village Hall in support of the Shepway Food Bank. For those people who cannot be there in person but can in spirit, this is an opportunity to show your support by buying ""Ghost"" tickets in multiples of £10, £8 or £5. Minimum donation £5, maximum donation £10,000! We support our local community. Can you?"
"Covid-19 Hanham Food Bank","Bristol, South West England, United Kingdom",https://www.gofundme.com/f/covid19-hanham-food-bank,2515,3000,2020-04-30T07:59:55.0000000-05:00,03/23/2020,,,47,"During the Covid-19 period, we are expecting a large number of families in the area to need extra support. We are asking for donations to the food bank (which will be based at the Holy Trinity Church in Kingswood). We have a few wholesalers involved who we will be able to order supplies from.

Please donate what you can during this time! You’re donations will ONLY be used for food and PPE where necessary for the volunteers. 

If you would prefer to donate food rather than money, details will be available on the Hanham Covid-19 Facebook page very soon! Thanks all, Vicky xxx "
"Help Lagos Food Bank meet urgent needs in Lagos","London, Greater London, United Kingdom",https://www.gofundme.com/f/supportlagosfoodbank,1306,800,2020-05-02T16:41:44.0000000-05:00,04/14/2020,,,41,"
As part of our COVID19 response and in recognition of the emergency needs of families in Lagos, Canon Education is working in partnership with Lagos Food Bank as they serve families in Ebutte Metta. 

Many of our school children come from this area of Lagos and their families are in desperate need of food and other emergency supplies. Your support is greatly needed and appreciated as we work with Lagos Food Bank to meet these needs. 

Thank you in advance and all money raised will directly benefit families in this low-income area of Lagos. We will keep you updated on how your support directly impacted their lives.

About Canon Education: We are focused on driving the STEM (Science, Technology, Engineering & Mathematics) Education revolution in Africa.

We work in partnership with schools serving children and young people from low income communities, helping them improve the education and learning experiences of their students

About Lagos Food Bank: A non-profit organisation driven to meet the food security needs of people in undeserved communities n Nigeria. Through our programmes, we have reached over 1 million beneficiaries."
"NCS, Raising money for Local food bank","Godmanchester, East of England, United Kingdom",https://www.gofundme.com/f/ncs-raising-money-for-local-food-bank,170,300,2019-08-20T15:53:18.0000000-05:00,08/14/2019,"The Trussell Trust","Registered nonprofitDonations eligible for Gift Aid.",12,"We are the NCS team doing our social action project. We have decided to do a lemonade and bake sale as well as face painting on the 21st of August In Huntingdon town to try and raise money to contribute towards our local food bank to help the trussell trust charity, to help families have the food they need, and to brighten the futures of children who may not have the best time right now being on the streets. We would really appreciate if you would help us achieve our goal of £300, thank you"
"CLASE COMMUNITY FOOD BANK","Clase, Wales, United Kingdom",https://www.gofundme.com/f/1yo6fewrio,190,1000,2020-04-04T16:01:17.0000000-05:00,03/30/2020,,,7,"Hi everyone. As you can see from my other go fund me for ward S Morriston Hospital that was a fantastic turn out. But besides that I am part of a team that runs Clase Food Bank. Due to Covid 19 the increase of people that need food has risen, But our donation's have decreased. We have emergency pack's around the Community with volunteer's that are also now in short supply. We have street watch for clase this entails calling to people that are vulnerable to see if they need supplies. I also run from home, Food's with short date will be collected from store's around Swansea and brought to my home, This then will get shared out to any one that need's it. Besides this we are still struggling we need things like tinned meat's and tinned vegetables, The list is endless. So I ask for your help. There is a page for clase food bank you are welcome to contact and donate directly Thank you I hope you are all well. X "
"Long Eaton and sawley food bank","Long Eaton, East Midlands, United Kingdom",https://www.gofundme.com/f/long-eaton-and-sawley-food-bank,290,300,2019-10-04T04:42:07.0000000-05:00,09/22/2019,,,28,"Hi guys I don't know if you all remember but last year I asked all my family and friends for a donation if £1 (or more if your feeling generous) so that I could do a shop for the local food bank to help them stock up for Xmas well it's that time of year again so please help me again this year to raise has much as I can for the food bank. If you would rather donate food instead of cash then that would be fine can't wait to hear from you all again"
"Covid- 19 Food Bank Collection","Downside, South West England, United Kingdom",https://www.gofundme.com/f/covid-19-food-bank-collection,1120,1000,2020-03-21T07:27:53.0000000-05:00,03/18/2020,,,15,"Who we are?
Hi everyone we're Luke Howell and Lindsay Fraser , we're based in Shepton Mallet and each year try to do a shop for local food banks and charities to help those most in need. After a succesful shop for The Axminster Food Bank Christmas 2018 and another for The Salvation Army Christmas 2019, we were hoping to do one at the beginning of the year, however in the light of Covid-19 we feel like this is a critical time to pull together to try and support our local communities and those most vulnerable. 

Fundraising
We will be fundraising for several local charities and food banks to try and help boost their stocks during this uncertain time. We’ve chosen the following charities across Somerset to help our immediate community and local area; you can find out more about each chairty by clicking the linsk below:

· The Salvation Army
· Wells Storehouse
· Glastonbury’s Help the Homeless Coach Cafe
· The Trussell Trust

100% of all funds raised will go directly to the charities; split equally and will be used in at least one of the ways below:

1. To purchase foods, toiletries, baby items, cleaning products and other key items required
2. Direct cash donations 

We have spoken to our charities and noted specific items from each, of which they are currently low on, this is posted below. Our local supermarkets and home stores have also been very generous in either allowing us to either shop out of hours or with a lift on some of the restrictions in place in order to maximise the amount of people we can support. 

How can I help?
We know this is a very difficult and surreal time, we’d be exceptionally grateful for any support, in any form. We know not everyone can justify extra expenses right now which is why we're also asking for direct donations of food, toiletries etc too. 

Drop off point: 
The Cheeky Bean , 12-12A Market Place, Shepton Mallet, BA4 5AZ
Our wonderful friends, Amanda, Steve & Mabel at The Cheeky Bean have kindly offered to collect any food, toiletries, cleaning items and larder products etc on our behalf too. Please drop any donations into the café during opening hours Wednesday - Sunday, these will be collected daily, sorted and dropped off in parcels to the charities accordingly. https://www.facebook.com/thecheekybean

Here’s a list of specific items food banks currently need:
· Tinned tomatoes
· Tinned vegetables (carrots, peas, mixed bean salad etc)
· Tinned potatoes
· Tinned meat
· Tinned fish/tuna
· Long life milk
· Cereals
· Pasta sauces
· Fruit cordials/squash
· Jams/marmalades
· Coffee/tea/hot chochlate
· Tinned/boxed custard & rice pudding
· Minute noodles
· Snack pots/pasta pots/noodles
· Cup of soup packets
· Biscuits

Hygiene items
· Liquid/bars of soap
· Shower gels
· Toilet roll
· Sanitary pads
· Tampons

Cleaning items
· Cleaning sprays
· Laundry pods

Baby items
· Nappies
· Baby food
· Baby wipes

Anything you may have in the back of the cupboard but not on this list, thats okay too! We just ask not to donate perishable items, such as fresh produce as this may spoil prior to being able to be given away.

Contact?
If you'd like to join our team, donate or have any questions please contact me through here or via facebook as we'll be pushing this out on all social media platforms and local community groups also, we encourage you to share this page with your friends and family to help spread the word and do what we can for our local community."
"Mobile food bank to reduce food poverty in Nigeria","London, Greater London, United Kingdom",https://www.gofundme.com/f/mobile-food-bank-to-reduce-food-poverty-in-nigeria,1020,1000,2019-05-29T13:17:08.0000000-05:00,03/11/2019,,,21,"


Did you know that 3,000 Nigerians die daily of hunger? Or that in borno state 64.2% of households are food insecure? 

A lot of people aren’t aware that approximately 61% of the population in Nigeria are living in poverty. We want to change that. Growing up in Nigeria and seeing poverty around us daily has made us understand how fortunate we are to have 3 meals a day. This is why we have decided to start a mobile food bank to help those who aren’t as fortunate. We hope to feed a minimum of 700 people in Nigeria this summer and continue this food bank during other holidays. 
 All the donations we receive will be going towards food supply and transportation. 
Thank you"
"Quizzing For South Belfast Food Bank","Belfast, Northern Ireland, United Kingdom",https://www.gofundme.com/f/1zkyo0xwg0,180,200,2020-04-30T18:11:19.0000000-05:00,04/23/2020,,,14,"Quizzing for the food banks. The money raised will go to food bank(s) in Belfast to help those who are struggling at the moment and rely on the food bank, with the kids & everyone else at home there's extra pressure on the food banks, so I want to help them, and would love your help too. Donate as little or as much as you can."
"Mold Community - Food Bank Shop","Mold, Wales, United Kingdom",https://www.gofundme.com/f/1mb3ozh840,50,50,2019-05-18T13:54:28.0000000-05:00,04/26/2019,,,5,"Today I have began another quest to raise as much money as possible to be able to go and do a big shop to help multiple families in my local community (Mold) to ensure at least one meal a day is eaten by a family with pets, children or the elderly. We take our meals and going to the cupboard for a chocolate biscuit, a slice of cake or a sandwich for granted. But some of us are struggling in this town, in the whole community and in the whole world to even manage to get a hot drink on a cold evening, or a warm meal to feel slightly satisfied. People are losing their jobs, their homes, and their own body weight because they are going hungry, so that’s why I’m doing something about it. No donation too small or big! Check out my previous GoFundMe to see the success! Thank you for being so generous! X "
"Easter food bank campaign","Vodafone Ltd, North West England, United Kingdom",https://www.gofundme.com/f/easter-food-bank-campaign,149,350,2020-04-02T09:25:29.0000000-05:00,03/16/2020,"THE TREE OF LIFE CENTRE WYTHENSHAWE","Registered nonprofitDonations eligible for Gift Aid.",12,"We’re raising money in aid of THE TREE OF LIFE CENTRE WYTHENSHAWE, and every donation will help. Thank you in advance for your contribution to this cause that means so much to us! #AtlasCares"
"Barton Area Food Bank","Barton-Upon-Humber, Yorkshire and the Humber, United Kingdom",https://www.gofundme.com/f/barton-area-food-bank,700,500,2020-05-05T04:44:57.0000000-05:00,04/27/2020,,,27,"Sunday 3rd May is when the North Lincs half marathon should be taking place, but due to the Corona Virus this has had to be postponed. Instead Dr. Fergus Macmillan will be running the 13.1 miles around the garden. We would like to raise some money for the Barton Area Food Bank at a time when it may be really difficult for some people during this pandemic.
Many thanks for any contribution."
"Food Bank Donation Fund","Ravenshead, East Midlands, United Kingdom",https://www.gofundme.com/f/food-bank-donation-fund,260,300,2020-04-19T10:55:01.0000000-05:00,03/21/2020,,,20,"Thankyou for taking a look at this Food Bank Donation Fund.

Please donate what you can towards this food bank donation fund in order to aid individuals & families struggling to feed themselves as a result of covid-19.

No amount is too little to make a difference.

As a result of covid-19:

-Breadwinners have lost employment and their income.

-Low income families who previously relied on free school meals to feed their children will have to provide lunches, potentially for months, having had no time to plan or save for this extra expense. Parents will go hungry to feed their children.

-Elderly and vulnerable people are short on supplies due to a lack of availability in stores.

Please donate what you can towards this food bank donation fund.

You can do so via this fundraising page or in-store at Bradbury's butchers and deli Ravenshead Nottingham NG15 9BD

Any money raised will be used to purchase long-life food items at wholesale price for donation to local food banks.

Thankyou and take care."
"Support the West End Food Bank","Ponteland, North East England, United Kingdom",https://www.gofundme.com/f/support-the-west-end-food-bank,130,200,2019-12-17T13:03:01.0000000-06:00,12/14/2019,,,7,"My friends and I are planning a shopping run for the West End Food Bank on Wednesday 18th December.

We appreciate that Christmas is an expensive time of year for everyone, however we wanted to do something for those who have nothing, and won't even have enough to eat over the Christmas period. Over a third of the UK's children are recognised as living below the poverty line, and we'd just like to try to make sure that some of those in our region get fed.

We'd therefore be grateful of any small change you can spare to support us. We've already raised over £100 between us, which realistically is the equivalent of a week's groceries for a family of 4, so any further support would be appreciated.

For full transparency, a photo of the receipt will be posted. 

This is not a political statement. These people would have needed help regardless of the election result. 

Thanks ❤️"
"school clothing and food bank","Paisley, Scotland, United Kingdom",https://www.gofundme.com/f/school-clothing-and-food-bank,55,400,2019-07-26T06:15:51.0000000-05:00,07/21/2019,,,4,"We are named Renfrewshire Helping those in need. Our aim is to have no family going through the worry or stress of not having the basic necessities to live including food and clothing.

The summer holidays are now upon us and so is for many parents, the dreaded rush to buy school uniforms and face the ever inflating high prices. We do everything we can for families including taking in second hand donations but this doesn’t guarantee we get the right items or sizes we need for the people who need them most.

The school holidays for many families also means an increase in food costs which often leave families struggling to find food as children are not getting a lunch in school.

The high rising costs of school uniforms and food bills take a huge impact on families so much so they turn to social media to ask for help.

We rely on kind hearted and compassionate peoples donations from to make our goals a reality. Please consider donating even £2 to our cause, every penny counts and goes straight to helping families in need."
"S26 Aston food bank","Aston, Yorkshire and the Humber, United Kingdom",https://www.gofundme.com/f/s26-aston-food-bank,769,100,2020-05-14T03:31:53.0000000-05:00,04/06/2020,,,28,"From the S26 community support group

https://www.facebook.com/groups/145556550081365/

to the Aston Food Bank"
"Charlie campaign for BARROW FOOD BANK LIMITED","Barrow-in-Furness, North West England, United Kingdom",https://www.gofundme.com/f/charlie-campaign-for-barrow-food-bank-limited,570,500,2020-05-16T15:14:16.0000000-05:00,05/01/2020,"BARROW FOOD BANK LIMITED","Registered nonprofitDonations eligible for Gift Aid.",28,"Do you want to join me in making a difference? I'm raising money in aid of BARROW FOOD BANK LIMITED and every donation will help. Thank you in advance for your contribution to this cause that means so much to me.
Anyone that knows Charlie knows he very reluctantly does PE with Jo Wicks every week day. He has decided to complete 3 sessions every day for the last 8 days of our isolation to raise much needed money."
"Lewis's campaign for WANSBECK VALLEY FOOD BANK","Morpeth, North East England, United Kingdom",https://www.gofundme.com/f/lewis039s-campaign-for-wansbeck-valley-food-bank,500,125,2019-12-05T15:44:01.0000000-06:00,11/01/2019,"WANSBECK VALLEY FOOD BANK","Registered nonprofitDonations eligible for Gift Aid.",25,"I will be shaving my head to raise money for this cause on Friday the 8th of November, my goal is to raise as much money as possible to help those less fortunate than myself to have the food they need accessible when they desperately need it."
"Helping fusion food bank","Dewsbury, Yorkshire and the Humber, United Kingdom",https://www.gofundme.com/f/helping-fusion-food-bank,710,1000,2020-05-02T12:53:00.0000000-05:00,03/09/2020,,,23,"After volunteering for Fusion Food bank for nearly 6 months we were truly inspired & we have just started Gift Of Giving.
Our aims are to help the community & this fundraiser is to help Fusion with toiletries & items that they really need..
With the virus going around at the moment, we feel it’s important that we care for the less fortunate in our society..
All the money raised will be used each week to get items for the food bank in short supply.."
"Forty Food Bank Drive","Glasgow, Scotland, United Kingdom",https://www.gofundme.com/f/forty-food-bank-drive,270,500,2020-05-10T13:50:36.0000000-05:00,04/23/2020,,,21,"Hi everybody and thanks for visiting our GoFundMe page. We are Forty Clothing from Glasgow, and we’re trying to do our bit during these harrowing times.


Every Saturday since the lockdown began, our Managing Director and DJ extraordinaire Harry has been entertaining our customers and followers alike from the comfort of his own home. For one hour a week he plays his favourite tunes in the hope of brightening people’s weekends while we’re all stuck in the house. We’ve also been trying to promote health and safety and social distancing through our social channels to all of our amazing followers and offering free gifts with orders placed on our website, as well as starting our weekly Big Forty Quarantine Quiz as our way of helping and putting smiles on the faces of others at this time.


But we realise that more has to be done. At this time, people and businesses are struggling. People have lost their jobs and their income, others have no childcare and support. Many people are struggling with both their physical and mental health. Key workers are risking their lives every day, often in low-paid jobs. Charities are losing out on the vital donations they need to maintain the incredible work they do. 


We’d love to help these people in some way, and for this reason we are raising money for a food bank drive. Food banks are there to help those who are struggling no matter the cause, and provide them with the basic necessities they need to survive. While times are tough for us all, food bank volunteers are continuing to do their bit for society, and although we all wish there was no need for food banks in our society the sad truth is that many people rely on them to get by - and at this time they may be more stretched than usual.


Every week we will support a different food bank. Using the money raised, Harry will buy and donate the items requested by the food banks on behalf of all the Forty Family. We understand that times are tough right now for many of us, but if you do have anything to spare we would massively appreciate your help. We’ll also keep you all up to date with the process so you know that your donation has helped and made a difference to the lives of people here in Scotland.

The first food bank to benefit will be Newarthill Food Bank - from Harry’s hometown.


In the meantime, stay home, stay safe, stick together and stay apart!

Thank you and we’ll see you soon, 

Forty Clothing ❤️"
"Head shave for Barrow Food Bank","Walney, North West England, United Kingdom",https://www.gofundme.com/f/1z1rfygmo0,230,200,2020-04-18T13:12:24.0000000-05:00,04/08/2020,,,19,"To help those in desperate need of food during the Coronavirus outbreak, I will be having my head shaved by my children whilst singing live on Saturday 18th April."
"Brave The Shave For Weymouth Baptist Food Bank!","Weymouth, South West England, United Kingdom",https://www.gofundme.com/f/1yvy1cfd40,150,500,2020-04-21T17:25:46.0000000-05:00,04/03/2020,,,19,"I’ve seen a lot of guys shave their head because they can’t get to a barber/hairdresser. If we’re doing it, we may as well make it worth while. I’ll do it to raise money to give to the Weymouth Baptist Church Food Bank who rely on charitable donations to help the people in need during the crisis. I will go with a zero and bic it bald! I’ve got a lot of Facebook friends so if each person donated £1 (or more if you can manage) that would be over £2000 raised! I will set the target at £500 to shave my head, but hopefully we can raise even more! #shaveyourheadchallenge #bravetheshave "
