Key,Fundraiser,Raised,Charity,Operates,Postcode,Activities,Description,Address,FirstDonation,LastDonation
156,"Lizzie Toyne",110,Touchstone,,,,"
Touchstone's vision is to inspire communities and transform lives.  We are supporting the community, but we can't do it on our own. 
Please help us transform lives during the Covid- 19 crisis by making a donation so that Touchstone's service users do not go hungry.
Many of the people and families we support are finding it difficult or impossible to get to food banks.  They are hungry, isolated and unwell. 
Your support for Touchstone is never more needed #nevermoreneeded
Please consider fundraising for Touchstone.  With a £25 donation, service users who are self isolating and are very vulnerable will have an essential food parcel to last a week.  100% of your donation will be used for basic essential items for our emergency campaign #touchstonelovesfood.  
Thank you very much for your kindness during this crisis. 


Get our latest news from:
","Touchstone House 2-4 Middleton Crescent,  Leeds,West Yorkshire  LS11 6JU",02/05/2020,08/05/2020
157,"Lucy Harris",50,"NHS Charities Together",Cambridgeshire,"PE13 1JE","The Trust owns and maintains Octavia Hill's Birthplace House in Wisbech, Cambridgeshire, a Grade II* Listed Georgian Building which contains exhibits, displays and archives of the life and work of Octavia Hill (1838 - 1912).
Within the Birthplace House there are two cottages containing three Incubator Office Units, a Tearoom, and Shop which are leased to and operated by Octavia Hill Trading Ltd.","
NHS Charities are the offical way that the NHS raises, holds and spends charitable funds. There are 230 NHS charities in the country.
NHS Charities Together (aka the Association of NHS Charities) is the umbrella organisation for the NHS' offical charities in the UK.
Endorsed by the Department of Health and Social Care, and NHS England, NHS Charities Together provides support and grants only to these NHS' official charities.
 NHS charities provide extra vital funds and services to NHS hospitals, ambulances, mental and community health trusts and health boards. This funding is above and beyond what the government provides and is spent on enhancing care and experience of patients.
www.nhscharitiestogether.co.uk ","Association Of Nhs Charities,Suite 68  Lake View House,Wilton Drive  CV34 6RG",14/04/2020,15/04/2020
158,"Lynne Giles",2615,"The Bristol Sport Foundation","Nottingham City, Nottinghamshire, Malawi, Sierra Leone, Uganda","B97 5PD","Cherish works with children and families in crisis, in Africa and the UK. In Africa we focus on education, relief and development, while in the UK we have worked with victims of domestic violence, and children in areas of high deprivation. Cherish always works direct with local service providers. All projects have been inspected by a trustee, or other nominated person.","Thank you for raising money for the Bristol Sport Foundation.
From here you can make a donation to our work or set up a fundraising page for your event. Whether you’re taking part in our Break The Cycle event, running a marathon or doing your own amazing thing for us we are here to help.
It’s quick and easy to set up and personalise your fundraising page. Your friends and family can donate to your page instantly though the secure server, which means there is also no need to chase for sponsorship money.
About the BSF
We aim to change lives through sport!
We identify cohorts of people in Greater Bristol and the West Of England who are in need of support and we design outcome-based programmes that help people make positive and informed lifestyle choices.  
","Ashton Gate Stadium,Ashton Road  Bristol,  BS3 2EJ",13/05/2020,27/05/2020
159,"Meetal Joshi",30,NishkamSWAT,,,,,"NishkamSWAT HQ,Next to Sira Cash & Carry  Springfield Rd,Hayes  UB4 0JT",15/04/2020,15/04/2020
160,"Melvin Sam",0,"Virgin Unite","Throughout England And Wales, Northern Ireland, Scotland","SW1P 3BT","To operate The Queen's Anniversary Prizes Scheme for Higher and Further Education.","Virgin Unite is the non-profit foundation of the Virgin Group.  

At Virgin Unite we believe disruption is at the heart of entrepreneurial thinking -   to defy the status quo and turn challenges into opportunities. 
We do three things:
In all that we do, we are uniting a powerful global community of entrepreneurs, philanthropists, and inspirational leaders, who share our belief that entrepreneurial ideas, together with the right people, can create change around the world.
Our overheads are covered by Richard Branson and the Virgin Group, meaning that 100% of all donations received go directly to the frontline. 
Visit www.virginunite.com to find out more. 



","14 Hanover Square,  London,  W1S 1HP",,
161,"Mike English",2615,"The Bristol Sport Foundation","Nottingham City, Nottinghamshire, Malawi, Sierra Leone, Uganda","B97 5PD","Cherish works with children and families in crisis, in Africa and the UK. In Africa we focus on education, relief and development, while in the UK we have worked with victims of domestic violence, and children in areas of high deprivation. Cherish always works direct with local service providers. All projects have been inspected by a trustee, or other nominated person.","Thank you for raising money for the Bristol Sport Foundation.
From here you can make a donation to our work or set up a fundraising page for your event. Whether you’re taking part in our Break The Cycle event, running a marathon or doing your own amazing thing for us we are here to help.
It’s quick and easy to set up and personalise your fundraising page. Your friends and family can donate to your page instantly though the secure server, which means there is also no need to chase for sponsorship money.
About the BSF
We aim to change lives through sport!
We identify cohorts of people in Greater Bristol and the West Of England who are in need of support and we design outcome-based programmes that help people make positive and informed lifestyle choices.  
","Ashton Gate Stadium,Ashton Road  Bristol,  BS3 2EJ",13/05/2020,27/05/2020
162,"Mike Lamont",0,"The Christie charity",,,,"The Christie is one of Europe’s leading cancer centres, treating over 40,000 patients a year. 
We are based in Manchester and serve a population of 3.2 million across Greater Manchester & Cheshire, but as a national specialist around 26% of patients are referred to us from other parts of the country.
We provide radiotherapy through one of the largest radiotherapy departments in the world; chemotherapy on site and through 14 other hospitals; highly specialist surgery for complex and rare cancer; and a wide range of support and diagnostic services.
We are also an international leader in research, with world first breakthroughs for over 100 years.  We run one of the largest early clinical trial units in Europe with over 300 trials every year.
Our charity raises money to fund projects at The Christie which are outside the scope of the NHS. Last year we raised nearly £12 million which funded a whole range of things, including a new radiopharmacy, to communications skills training for nursing staff, a new state-of-the-art surgical robot, groundbreaking cancer research and our wig service (to name but a few).
We couldn't do this without the fantastic support of people, both across the North West and around the UK.
Thank you for helping to improve cancer treatment and make cancer a thing of the past","The Christie Charity,The Christie NHS Foundation Trust  550 Wilmslow Road,Manchester  M20 4BX",,
163,"Miriam Raby",75,Sonus,"Cambridgeshire, City Of York, Durham, East Riding Of Yorkshire, Nottinghamshire, Redbridge, Moldova, Romania",,"Children in Distress is a non denominational Christian Charity caring for children in Eastern Europe touched by HIV AIDS or living with the severest disabilities as result of accident, infection, genetic and neurological disorders or autistic spectrum disorders;offering the highest standards of respite, palliative and terminal care, multiple therapy, education and development training programmes.","Our Vision
Facilitating access for deaf and hard of hearing people to take their place as respected and confident members of the wider community, able to pursue opportunities, make informed choices and achieve their potential.
Our Mission
[sonus] exists to provide opportunities for Deaf, Deafblind, deafened, and hard of hearing people to have equal access to all sectors of the local communities. 
Services 
[sonus] provides a range of services to the Deaf Community including adult services, interpreting services to facilitate communication for deaf people, a training department teaching sign language qualifications as well as deaf awareness and a residential home for older deaf people based on the Isle of Wight. 
2.6 Challenge
Your Charity needs you!
From Sunday 26th April, when the London Marathon would have taken place, join the rest of the UK for the 2.6 Challenge to raise vital money for Charities affected by COVID-19. 
This can be any challenge involving the numbers 2.6 or 26 such as walking up and down the stairs 26 times, completing a 2.6 mile walk around your garden or even a fingerspelling challenge - the possibilities are endless but please bear in mind the social distancing measures. 
And don't worry - if you are stuck for ideas click on the following link for inspiration https://uk.virginmoneygiving.com/giving/assets/pdf/VMG_2point6_ActivityPack.pdf
It's your challenge and your choice - don't forget to tell your friends and family. Get involved! ","Suite 2, Crescent House, Yonge Close,,  Eastleigh,Hampshire  SO50 9SX",28/04/2020,30/04/2020
164,"Monika Koscova",0,"The Jack and Ada Beattie Foundation","Throughout Wales","NP23 5QW","The band provides musical entertainment at a range of events throughout its local community. Tuition is also provided to individuals of all ages.","The Jack and Ada Beattie Foundation are delighted to announce their latest project, Tons of Help from Jack and Ada.
 ‘Tons of Help from Jack and Ada’ will support the most in need, affected by Coronavirus across London and Birmingham. Giving Crisis Grants of £100 to individuals in support of essential and basic needs.
• No intrusive application form; no repayment needed.
• The foundation commits to funding this programme. However, if other donors would like to support a grant – we will direct your support to a case (and update you on the case study details).
• If you would like to provide a Ton, administered by the Jack and Ada Beattie Foundation. Please do contact thierry@beattiefoundation.com. Your kind support will be directed to a successful applicant. You will be notified of the chosen applicant’s details, and how they progress.
• Recipients will remain anonymous and their personal details never be published across any of our marketing or to donors. Although case stories will be published on our website/twitter.

Why £100?
•£100 is more than anyone, no matter their circumstance will receive per week on Universal Credit.
•£100 is the most common amount sought from a payday lender – we know from our research over half of payday loans go on essential and basic expenditure such as grocery shopping.
•£100 covers the average weekly grocery spend of a household of two adults.
•£100 covers the average monthly energy; water and broadband bills of a household, combined.","Unit 4.07 The Tea Building,56 Shoreditch High St  London,London  E1 6JJ",,
165,"Nikola Krokova",0,"Macmillan Cancer Support","Throughout England And Wales, Northern Ireland, Scotland","RG2 6GF","Principally donations are given to charities in line with current themes of Youth, Technology and Education and care for permanent or terminal conditions operating on a national basis. However from time to time The Trustees use their discretion to meet requests from other causes as they determine appropriate.","Our Macmillan nurses, doctors and other health professionals up and down the country will continue to support people living with cancer whilst doing all they can to help alleviate the immense strain put on the NHS by Coronavirus. 
For people living with cancer during the coronavirus pandemic, it is a particularly anxious time. More people than ever need our support with a variety of issues, such as clinical advice on cancer treatments and how to reduce the risk of contracting Coronavirus when chemotherapy and other cancer treatments can dramatically lower people’s immunity.  
We are committed to making sure our vital support services continue to be available for much needed clinical advice and emotional support during this difficult time. Anyone worried about the impact of Coronavirus on their treatment and care can contact the Macmillan Support Line on 0808 808 00 00 or visit www.macmillan.org.uk for further advice and support. 
Our clinical, community and online information services are urgently needed now more than ever and we need your support to meet growing demand. Donate today to help make sure we can keep delivering this critical support in the weeks and months to come. ","Macmillan Cancer Support,87-90 Albert Embankment  London,  SE1 7UQ",,
166,"Ollie Corsie",2615,"The Bristol Sport Foundation","Nottingham City, Nottinghamshire, Malawi, Sierra Leone, Uganda","B97 5PD","Cherish works with children and families in crisis, in Africa and the UK. In Africa we focus on education, relief and development, while in the UK we have worked with victims of domestic violence, and children in areas of high deprivation. Cherish always works direct with local service providers. All projects have been inspected by a trustee, or other nominated person.","Thank you for raising money for the Bristol Sport Foundation.
From here you can make a donation to our work or set up a fundraising page for your event. Whether you’re taking part in our Break The Cycle event, running a marathon or doing your own amazing thing for us we are here to help.
It’s quick and easy to set up and personalise your fundraising page. Your friends and family can donate to your page instantly though the secure server, which means there is also no need to chase for sponsorship money.
About the BSF
We aim to change lives through sport!
We identify cohorts of people in Greater Bristol and the West Of England who are in need of support and we design outcome-based programmes that help people make positive and informed lifestyle choices.  
","Ashton Gate Stadium,Ashton Road  Bristol,  BS3 2EJ",13/05/2020,27/05/2020
167,"Paul Freeman",302,"Race Against Blood Cancer",Nottinghamshire,,"Newark Mind is a charity that provides information and support on mental health issues across the Newark and Sherwood District.","Race Against Blood Cancer's goal is to increase the volume and diversity of people who register for a life-saving stem cell transplant; we believe that everyone should have the equal opportunity of a second chance at life. 
Stem cell and bone marrow transplants are now regularly used as a potentially curative treatment for patients with blood cancer (such as leukaemia, lymphoma and myeloma), however, there is only a 25% chance of finding a matching donor in their family, so many people are reliant on a donation from a stranger.
The chances of finding a donor vary greatly depending on your ethnicity; while White Northern Europeans needing a donor have a 69% chance of a best possible stem cell match, people from a Black, Asian or Minority Ethnic background have just a 20% chance of achieving the same due to the lack of diversity on the stem cell and bone marrow register.
We want all blood cancer patients to have an equal chance of finding a best-possible stem cell donor match.
We have a simple overarching strategy to define our mission:
By focussing on this strategy, we will recruit more potential donors to the register.
By increasing the number of donors on the register, we will save lives.","Soho Wharf 1 Clink Street,  London,  SE1 9DG",19/04/2020,31/05/2020
168,"Paul Freeman",0,"Race Against Blood Cancer",Nottinghamshire,,"Newark Mind is a charity that provides information and support on mental health issues across the Newark and Sherwood District.","Race Against Blood Cancer's goal is to increase the volume and diversity of people who register for a life-saving stem cell transplant; we believe that everyone should have the equal opportunity of a second chance at life. 
Stem cell and bone marrow transplants are now regularly used as a potentially curative treatment for patients with blood cancer (such as leukaemia, lymphoma and myeloma), however, there is only a 25% chance of finding a matching donor in their family, so many people are reliant on a donation from a stranger.
The chances of finding a donor vary greatly depending on your ethnicity; while White Northern Europeans needing a donor have a 69% chance of a best possible stem cell match, people from a Black, Asian or Minority Ethnic background have just a 20% chance of achieving the same due to the lack of diversity on the stem cell and bone marrow register.
We want all blood cancer patients to have an equal chance of finding a best-possible stem cell donor match.
We have a simple overarching strategy to define our mission:
By focussing on this strategy, we will recruit more potential donors to the register.
By increasing the number of donors on the register, we will save lives.","Soho Wharf 1 Clink Street,  London,  SE1 9DG",,
169,"Peter Misalko",0,Hope4,"Bedford, Central Bedfordshire, Luton",,,"Hope4 is a charity in Rugby, working with hungry, homeless and badly-housed people. Within the work of Hope4 are the Rugby Foodbank, The Hope Centre and the Rugby Winter Shelter. For more information see our website: www.hope4.org.uk.
The Hope Centre is open 364 days a year and provides the following help
Homeless and badly housed people are helped to:


Thank you for your support!","8 Newbold Road,  Rugby,Warwickshire  CV21 2LJ",,
170,"Rastislav Makuna",0,"The Jack and Ada Beattie Foundation","Throughout Wales","NP23 5QW","The band provides musical entertainment at a range of events throughout its local community. Tuition is also provided to individuals of all ages.","The Jack and Ada Beattie Foundation are delighted to announce their latest project, Tons of Help from Jack and Ada.
 ‘Tons of Help from Jack and Ada’ will support the most in need, affected by Coronavirus across London and Birmingham. Giving Crisis Grants of £100 to individuals in support of essential and basic needs.
• No intrusive application form; no repayment needed.
• The foundation commits to funding this programme. However, if other donors would like to support a grant – we will direct your support to a case (and update you on the case study details).
• If you would like to provide a Ton, administered by the Jack and Ada Beattie Foundation. Please do contact thierry@beattiefoundation.com. Your kind support will be directed to a successful applicant. You will be notified of the chosen applicant’s details, and how they progress.
• Recipients will remain anonymous and their personal details never be published across any of our marketing or to donors. Although case stories will be published on our website/twitter.

Why £100?
•£100 is more than anyone, no matter their circumstance will receive per week on Universal Credit.
•£100 is the most common amount sought from a payday lender – we know from our research over half of payday loans go on essential and basic expenditure such as grocery shopping.
•£100 covers the average weekly grocery spend of a household of two adults.
•£100 covers the average monthly energy; water and broadband bills of a household, combined.","Unit 4.07 The Tea Building,56 Shoreditch High St  London,London  E1 6JJ",,
171,"Rebecca Dawn",55,"Scunthorpe Foodbank (a part of Scunthorpe Baptist Church)",Lancashire,"FY6 7EU","Advancing the education of pupils in the school in particular by developing effective relationships between the staff, parents and others associated with the school and engaging in activities or providing facilities or equipment which support the school and advance education of the pupils","Scunthorpe Baptist Church is a local charity responsible for the running of the Scunthorpe Foodbank. All monies donated through this page will be used for the running of the foodbank exclusively. 
Our foodbank is now feeding in excess of 3,000 people every year, of which 1/3 are children under the age of 16. The number of children and adults we feed rises every year.
The foodbank is run almost entirely by volunteers with no paid staff costs attributed to the foodbank by the church. 
We rely entirely on the donations of the public to fund our work, and are grateful for all that we receive, both financial and also in terms of the food that is given.

","Scunthorpe Baptist Church,Ashby Road  Scunthorpe,  DN16 1NR",03/04/2020,04/04/2020
172,"Robert Webber",2615,"The Bristol Sport Foundation","Nottingham City, Nottinghamshire, Malawi, Sierra Leone, Uganda","B97 5PD","Cherish works with children and families in crisis, in Africa and the UK. In Africa we focus on education, relief and development, while in the UK we have worked with victims of domestic violence, and children in areas of high deprivation. Cherish always works direct with local service providers. All projects have been inspected by a trustee, or other nominated person.","Thank you for raising money for the Bristol Sport Foundation.
From here you can make a donation to our work or set up a fundraising page for your event. Whether you’re taking part in our Break The Cycle event, running a marathon or doing your own amazing thing for us we are here to help.
It’s quick and easy to set up and personalise your fundraising page. Your friends and family can donate to your page instantly though the secure server, which means there is also no need to chase for sponsorship money.
About the BSF
We aim to change lives through sport!
We identify cohorts of people in Greater Bristol and the West Of England who are in need of support and we design outcome-based programmes that help people make positive and informed lifestyle choices.  
","Ashton Gate Stadium,Ashton Road  Bristol,  BS3 2EJ",13/05/2020,27/05/2020
173,"Rodney Gear",2615,"The Bristol Sport Foundation","Nottingham City, Nottinghamshire, Malawi, Sierra Leone, Uganda","B97 5PD","Cherish works with children and families in crisis, in Africa and the UK. In Africa we focus on education, relief and development, while in the UK we have worked with victims of domestic violence, and children in areas of high deprivation. Cherish always works direct with local service providers. All projects have been inspected by a trustee, or other nominated person.","Thank you for raising money for the Bristol Sport Foundation.
From here you can make a donation to our work or set up a fundraising page for your event. Whether you’re taking part in our Break The Cycle event, running a marathon or doing your own amazing thing for us we are here to help.
It’s quick and easy to set up and personalise your fundraising page. Your friends and family can donate to your page instantly though the secure server, which means there is also no need to chase for sponsorship money.
About the BSF
We aim to change lives through sport!
We identify cohorts of people in Greater Bristol and the West Of England who are in need of support and we design outcome-based programmes that help people make positive and informed lifestyle choices.  
","Ashton Gate Stadium,Ashton Road  Bristol,  BS3 2EJ",13/05/2020,27/05/2020
174,"Ross Mackey",1665.88,"West Lothian Foodbank",,,,"Every day people in the UK go hungry for reasons ranging from redundancy to receiving an unexpected bill on a low income. West Lothian Food bank is a Trussell Trust food bank which provides a minimum of three days emergency food and support to people experiencing crisis. Rising food and fuel prices, static incomes, underemployment and changes to benefits are some of the reasons why increasing numbers are being referred to food banks for emergency food. The Trussell Trust partners with churches and communities to open new food banks nationwide. Our goal is for every person in West Lothian to have a distribution centre within easy reach.
Your money pays for essential staff, a warehouse/office and the resourcing of 10 distribution centres across West Lothian. Visit our website regularly for updates on how your money is reaching people in need.","Unit 5 Heron Square,Deans Industrial Estate  Livingston,West Lothian  EH54 8QY",21/04/2020,08/05/2020
175,"Ryan Mohieddin and Forest Sofa Group",1035.75,"Mustard Tree",,,,"Since 1994, Mustard Tree has transformed the lives of people in Greater Manchester who are experiencing poverty and homelessness, by enabling them to gain the skills and self-confidence they need to reach their full potential.

We exist because chronic poverty, extreme inequality, and severe disadvantage exist.
At Mustard Tree we believe everyone should be able to feed themselves and their family, live in a secure home, be healthy, find meaningful work and have the chance to discover their talents. We believe that with a hand-up, not just a hand-out people can be given the tools to build a future away from homelessness and poverty for good.
We create opportunities for people to help themselves through providing practical support, friendship, connections into work and improvements to health and wellbeing, alongside new experiences to encourage aspiration.
 Our focus is on tackling both the causes and consequences of poverty and homelessness. 
Vision 
We believe in a Greater Manchester where everyone has the opportunity to be a connected, valued and contributing member of society.","110 Oldham Road,  Manchester,Greater Manchester  M4 6AG",08/04/2020,04/05/2020
176,"Samantha Scaife",0,"Hull Foodbank",Norfolk,,,"Thank you for visiting our donation page. We supply 3 days emergency food to individuals and families experiencing a short-term crisis.
Please feel free to visit our website or contact us if you have any questions, or would like to know more.


","Jubilee Central,King Edward Street  Hull,  HU1 3SQ",,
177,"Samantha Scaife",0,"York Foodbank",,,,,"5 Sterling Park Bleriot Way,  York,  YO30 4WU",,
178,"Sammy Knighton",2615,"The Bristol Sport Foundation","Nottingham City, Nottinghamshire, Malawi, Sierra Leone, Uganda","B97 5PD","Cherish works with children and families in crisis, in Africa and the UK. In Africa we focus on education, relief and development, while in the UK we have worked with victims of domestic violence, and children in areas of high deprivation. Cherish always works direct with local service providers. All projects have been inspected by a trustee, or other nominated person.","Thank you for raising money for the Bristol Sport Foundation.
From here you can make a donation to our work or set up a fundraising page for your event. Whether you’re taking part in our Break The Cycle event, running a marathon or doing your own amazing thing for us we are here to help.
It’s quick and easy to set up and personalise your fundraising page. Your friends and family can donate to your page instantly though the secure server, which means there is also no need to chase for sponsorship money.
About the BSF
We aim to change lives through sport!
We identify cohorts of people in Greater Bristol and the West Of England who are in need of support and we design outcome-based programmes that help people make positive and informed lifestyle choices.  
","Ashton Gate Stadium,Ashton Road  Bristol,  BS3 2EJ",13/05/2020,27/05/2020
179,"Savills Country Department",360,"The Country Food Trust","East Sussex, Kent","TN31 7UD","To provide health facilities to the local population","Since The Country Food Trust launched in 2015 we have delivered over 1,000,000 delicious and nutritious meals to those in need throughout the UK. In simple terms, we are a charity food producer making top quality protein based food that we donate to those in food poverty, either 
In addition to our ready-meals we also deliver chilled and frozen game meat to charities that cook for those they look after.  
Our ability to produce and donate this food to people in need is only possible because of the generosity of our supporters.
FEEDING PEOPLE IN NEED

Please click here to make a donation to our Coronavirus Appeal
","PO Box 114,  Wotton-under-Edge,Gloucestershire  GL11 9BQ",08/04/2020,14/04/2020
180,"Shazia Afzal",500,"Luton Foodbank",,,,"Launched in April 2013, Luton Foodbank provides emergency food supplies to local people living in food poverty. 
Luton Foodbank provides individuals and families with non-perishable food parcels containing 3 days worth of food.
We work with local organisations and volunteers, striving to ensure that no one in Luton goes hungry. 
We value all the support that we recieve from local community, including schools, churches, mosques and other organisations.  If you would like to get involved by volunteering or becoming a referral agency, please contact us using the details on this page.
Thank you!","Unit 3 High Town Enterprise Centre Yor,  Luton,Bedfordshire  LU2 0HA",02/03/2020,30/05/2020
181,"Shipley College",875,"Bradford North Foodbank",,,,"Foodbank serving the northern half of Bradford plus Rawdon / Yeadon / Guiseley. Part of the Trussell Trust Foodbank Network. Run by local churches.
1 in 5 parents skip meals to feed children & over 13 million people live below the poverty line in the UK.&nbsp;Our foodbank provides a minimum of three days emergency food & support to local people experiencing crisis. Rising food & fuel prices, static incomes, underemployment & changes to benefits are some of the reasons why increasing numbers are being referred to our foodbank for emergency food.&nbsp; Children make up 40% of those we feed. 
We have five distribution centres, located in different population centres within our area.  Each centre is set up as a pop-up cafe providing a warm, secure place for people with food vouchers to relax, receive their food parcel, chat and receive signposting support to help with the reason they need food support.  Here are two quotes from two different centres:
""I was out of work for three weeks, which meant I was only paid sick pay.  I have come to the foodbank [distribution centre] twice and the team here have been fantastic - so kind and understanding.  I will definitely be donating food once I am back on my feet""
""From start to finish I am met with warm, welcoming, kind people that work here [foodbank distribution centre].  They make me feel at ease, especially loved and that I am important, special.  Our family are so blessed to receive food from here, it has kept us feeling blessed and fed.  The ladies and men here speak in such a loving, caring tone.  Apart from the provisions they help with, this place has been a peaceful sanctuary to me.  Thanks is not enough.  Thank you.""","Unit 12, Inspire Bradford Business Park,Newlands Way  Bradford,West Yorkshire  BD10 0JE",17/04/2020,01/06/2020
182,"Shraz Ali",5,"West Lothian Foodbank",,,,"Every day people in the UK go hungry for reasons ranging from redundancy to receiving an unexpected bill on a low income. West Lothian Food bank is a Trussell Trust food bank which provides a minimum of three days emergency food and support to people experiencing crisis. Rising food and fuel prices, static incomes, underemployment and changes to benefits are some of the reasons why increasing numbers are being referred to food banks for emergency food. The Trussell Trust partners with churches and communities to open new food banks nationwide. Our goal is for every person in West Lothian to have a distribution centre within easy reach.
Your money pays for essential staff, a warehouse/office and the resourcing of 10 distribution centres across West Lothian. Visit our website regularly for updates on how your money is reaching people in need.","Unit 5 Heron Square,Deans Industrial Estate  Livingston,West Lothian  EH54 8QY",21/06/2017,21/06/2017
183,"Simon Manners",200,"NHS Charities Together",Cambridgeshire,"PE13 1JE","The Trust owns and maintains Octavia Hill's Birthplace House in Wisbech, Cambridgeshire, a Grade II* Listed Georgian Building which contains exhibits, displays and archives of the life and work of Octavia Hill (1838 - 1912).
Within the Birthplace House there are two cottages containing three Incubator Office Units, a Tearoom, and Shop which are leased to and operated by Octavia Hill Trading Ltd.","
NHS Charities are the offical way that the NHS raises, holds and spends charitable funds. There are 230 NHS charities in the country.
NHS Charities Together (aka the Association of NHS Charities) is the umbrella organisation for the NHS' offical charities in the UK.
Endorsed by the Department of Health and Social Care, and NHS England, NHS Charities Together provides support and grants only to these NHS' official charities.
 NHS charities provide extra vital funds and services to NHS hospitals, ambulances, mental and community health trusts and health boards. This funding is above and beyond what the government provides and is spent on enhancing care and experience of patients.
www.nhscharitiestogether.co.uk ","Association Of Nhs Charities,Suite 68  Lake View House,Wilton Drive  CV34 6RG",01/04/2020,27/04/2020
184,"Sonia Hussain",0,"Luton Foodbank",,,,"Launched in April 2013, Luton Foodbank provides emergency food supplies to local people living in food poverty. 
Luton Foodbank provides individuals and families with non-perishable food parcels containing 3 days worth of food.
We work with local organisations and volunteers, striving to ensure that no one in Luton goes hungry. 
We value all the support that we recieve from local community, including schools, churches, mosques and other organisations.  If you would like to get involved by volunteering or becoming a referral agency, please contact us using the details on this page.
Thank you!","Unit 3 High Town Enterprise Centre Yor,  Luton,Bedfordshire  LU2 0HA",,
185,"Spotlight on Africa Fundraising",3355,"Harpenden Spotlight On Africa","Throughout London, Israel","NW4 2TA","Advancement of education generally and in particular of any educational establishment in the United Kingdom and Israel.","We are a development charity run by a small team of diverse and enthusiastic volunteers in Hertfordshire. We operate through our sister organisation, Spotlight on Africa-Uganda Foundation which is run by Ugandans. We serve an impoverished community in the sub-county of Bukasakya near the town of Mbale, in Eastern Uganda. Bukasakya is a slum area of around 30,000 people.
Because we are all volunteers in the UK, at least 95p in the pound goes out to Uganda. That's worth £1.20 with Gift Aid. Every penny you donate goes a very long way. 
We believe that the most effective way of lifting a community out of poverty is to address their basic needs in an integrated way and with active local involvement. That is why we focus on four key areas: education, clean water, health and economic development. This is not a common model but one that is regarded highly by the local government officials and community leaders whom we meet during our visits.
When we started in 2006 there were some 60 students at our school in Musoto (a slum village in Bukasakya sub-county). Today we are educating close to 1,000 students. We’ve had 100% pass rate in the primary leaving examinations for the last 3 years and it is now the best performing school in the sub-county. 
In 2006, water-coverage in the area was 25%. Today it is 80%  because we have drilled 24 new boreholes and water springs to provide clean water. 
In the absence of organised healthcare we’ve funded a government based ‘Village Health Team’ (VHT) programme and have trained more than 250 men and women to give practical health advice to their villages on everything from hand washing to malaria control and HIV/Aids. They are one of the most active VHT in the Mbale District. A tangible outcome of these two initiatives is that there have been no deaths from cholera in the sub-county over the last few years. Our efforts on health and sanitation in the area were recognised (along with the likes of World Vision and Malaria Consortium) in a UN sponsored report on VHTs in Uganda.
We've set up economic development schemes to give communities a means of generating income. We've established a fish farm that generates money and provides a source of food, donated 50 goats to widows and orphans that have provided milk, fertiliser and produce to sell at the local market. We've collaborated with Rothamsted Research to increase agricultural yields and set up village savings schemes which also provide micro loans at affordable rates.
 Our impact over the last 10 years has been astonishing. But the need is still great and we know we can continue to make a lasting diference with more funding. ","102 Station Road,  Harpenden,Hertfordshire  AL5 4TU",26/11/2019,14/04/2020
186,"Stanislav Marcinko",0,"The Jack and Ada Beattie Foundation","Throughout Wales","NP23 5QW","The band provides musical entertainment at a range of events throughout its local community. Tuition is also provided to individuals of all ages.","The Jack and Ada Beattie Foundation are delighted to announce their latest project, Tons of Help from Jack and Ada.
 ‘Tons of Help from Jack and Ada’ will support the most in need, affected by Coronavirus across London and Birmingham. Giving Crisis Grants of £100 to individuals in support of essential and basic needs.
• No intrusive application form; no repayment needed.
• The foundation commits to funding this programme. However, if other donors would like to support a grant – we will direct your support to a case (and update you on the case study details).
• If you would like to provide a Ton, administered by the Jack and Ada Beattie Foundation. Please do contact thierry@beattiefoundation.com. Your kind support will be directed to a successful applicant. You will be notified of the chosen applicant’s details, and how they progress.
• Recipients will remain anonymous and their personal details never be published across any of our marketing or to donors. Although case stories will be published on our website/twitter.

Why £100?
•£100 is more than anyone, no matter their circumstance will receive per week on Universal Credit.
•£100 is the most common amount sought from a payday lender – we know from our research over half of payday loans go on essential and basic expenditure such as grocery shopping.
•£100 covers the average weekly grocery spend of a household of two adults.
•£100 covers the average monthly energy; water and broadband bills of a household, combined.","Unit 4.07 The Tea Building,56 Shoreditch High St  London,London  E1 6JJ",,
187,"Steve James",8677,"Exeter Chiefs Foundation",Kent,,"The charities objects and principal activities are the promotion and advancement for the public benefit of urban and rural regeneration in the Isle of Thanet by the relief of poverty and unemployment and the advancement of education and training to such persons on terms appropriate to their means and raising funds by such means to enable this.","The Exeter Chiefs Foundation
The Exeter Chiefs Foundation is a charity that exists with the sole aim of helping other charities.
All of the money we raise is donated to worthy causes in and around the city with a focus on supporting ‘tangible’ investments.
Founded by club Chairman Tony Rowe OBE, the team of trustees is drawn from the Chiefs board of directors and the business community.
All charities and organisations in the greater Exeter area are able to apply for funds, either from an annual designated pot of money, or one-off donations (see more below).
To date the Foundation has raised nearly £2m.
Its aim is to create a sense of community to promote civic events, culture and heritage.  Local money helping local people via various fundraising mediums.
Visit www.exeterfoundation.org.uk for more information.
","Sandy Park Way,  Exeter,Devon  EX2 7NN",16/01/2019,08/01/2020
